run_type,video_id,gt_name,categories,gen_nodes,gt_nodes,node_count_ratio,svc_precision,svc_recall,svc_f1,ms_precision,ms_recall,ms_f1,gen_edges,gt_edges,edge_precision,edge_recall,edge_f1,edge_type_accuracy,gen_workflows,gt_workflows,services_missing,services_hallucinated
Parsimonious API (data/graphs_parsimonious),_vjB_vF4Uec,Nasuni: Building a Global File Lock Service on AWS,interactive,10,6,1.6667,0.8333,0.8333,0.8333,0.5000,0.8333,0.6250,7,9,0.1429,0.1111,0.1250,1.0000,4,2,UserConsumerEdge,UserCompanyEdge
Parsimonious API (data/graphs_parsimonious),aQFztbu0BG0,Discover Financial Services: Enabling a PCI Compliant Data Science Platform,data_ingestion,8,8,1.0000,0.8333,0.8333,0.8333,0.8750,0.8750,0.8750,8,8,0.7500,0.7500,0.7500,1.0000,3,3,ThirdParty,OnPremDC
Parsimonious API (data/graphs_parsimonious),ccPhkyPm_3w,Imperva: Building Real-Time Streaming Data Pipelines Using Amazon MSK,data_ingestion,9,6,1.5000,0.8333,0.8333,0.8333,0.5556,0.8333,0.6667,6,6,0.3333,0.3333,0.3333,0.0000,1,2,UserCompanyDataStream,ThirdParty
Parsimonious API (data/graphs_parsimonious),ekXdohpAy5U,Accenture: Natural Language Processing and Graph Databases for the Oil and Gas Industry,data_ingestion,6,6,1.0000,0.8333,0.8333,0.8333,0.8333,0.8333,0.8333,5,9,0.8000,0.4444,0.5714,1.0000,1,1,UserCompanyDataStream,ThirdParty
Parsimonious API (data/graphs_parsimonious),pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,data_ingestion,9,9,1.0000,0.8333,0.8333,0.8333,0.8889,0.8889,0.8889,8,10,0.8750,0.7000,0.7778,0.8571,4,4,UserCompanyDeveloper,UserCompanyInternalPlatform
Parsimonious API (data/graphs_parsimonious),0F7KDLz-kIQ,"Zigbang: A Hybrid API of Serverless and ECS, Infra as a Code via CDK",interactive,15,13,1.1538,0.7692,0.9091,0.8333,0.8000,0.9231,0.8571,17,28,0.7647,0.4643,0.5778,0.0000,2,2,UserConsumerWeb,"DevTools,ECS,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),D_4dsXVqzMs,Met Office: Building an Entirely Serverless National Severe Weather Warning System on AWS,control,8,7,1.1429,0.7143,1.0000,0.8333,0.7500,0.8571,0.8000,6,10,0.8333,0.5000,0.6250,1.0000,2,2,,"Lambda,OnPremDC"
Parsimonious API (data/graphs_parsimonious),OrC9cLYMbas,Telecoming: How To Save Up to 70% Using Fargate Spot on a Test Automation Platform (Spanish),control,7,5,1.4000,0.7143,1.0000,0.8333,0.7143,1.0000,0.8333,4,7,0.2500,0.1429,0.1818,1.0000,1,2,,"ECS,UserCompanyInternalPlatform"
Parsimonious API (data/graphs_parsimonious),6LcSv9XocTY,Intuit: Serving 7 Million Customers Using Amazon Connect,"data_ingestion,interactive",10,11,0.9091,0.8750,0.7778,0.8235,0.9000,0.8182,0.8571,8,18,0.7500,0.3333,0.4615,1.0000,3,4,"Firehose,ThirdParty",UserCompanyCRM
Parsimonious API (data/graphs_parsimonious),CE03UMddoYU,WEGoT aqua: Scaling IoT Platform for Water Management & Sustainability,data_ingestion,11,10,1.1000,0.7778,0.8750,0.8235,0.8182,0.9000,0.8571,12,12,0.7500,0.7500,0.7500,1.0000,1,4,UserConsumerEdge,"UserConsumerIOT,UserConsumerMobile"
Parsimonious API (data/graphs_parsimonious),GJ1So_pbZWk,Taysols: Next Best Offer Recommendation System using Amazon SageMaker,data_ingestion,10,9,1.1111,0.7778,0.8750,0.8235,0.8000,0.8889,0.8421,10,23,0.8000,0.3478,0.4848,1.0000,3,3,UserConsumerWeb,"UserCompanyAnalyst,UserConsumerAPI"
Parsimonious API (data/graphs_parsimonious),H_S7CxtHgSM,Raiffeisen Bank International: Automated Integration of OnPremises Key Management with AWS KMS,other,12,11,1.0909,0.7778,0.8750,0.8235,0.7500,0.8182,0.7826,13,12,0.5385,0.5833,0.5600,1.0000,2,4,UserCompanyAgent,"IAM,UserCompanyDeveloper"
Parsimonious API (data/graphs_parsimonious),KiH7hVJKzns,ADP: Unmatched People Data for Extraordinary Outcomes,interactive,9,8,1.1250,0.7778,0.8750,0.8235,0.7778,0.8750,0.8235,10,14,0.7000,0.5000,0.5833,1.0000,4,2,UserConsumerWebMobile,"UserConsumerMobile,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),RU__HBEMDvQ,BookMyShow: How BMS Scaled Data Analytics to Handle 28M Ticket Sales with Modern Data Architecture,data_ingestion,8,9,0.8889,0.8750,0.7778,0.8235,0.8750,0.7778,0.8235,7,10,0.7143,0.5000,0.5882,0.6000,4,4,"UserCompanyAnalyst,UserCompanyDataStream",ThirdParty
Parsimonious API (data/graphs_parsimonious),c863uNkF0w4,ENGIE Digital: Using Spot Instances to Optimize Costs for Operations Platform for Energy Assets Fr,data_ingestion,8,10,0.8000,0.8750,0.7778,0.8235,0.8750,0.7000,0.7778,5,8,0.6000,0.3750,0.4615,0.0000,1,2,"UserConsumerAPI,UserConsumerEdge",AutoScaling
Parsimonious API (data/graphs_parsimonious),fRv8sOUyhZw,Ippon with Euler Hermes: Transforming a Monolithic Application of Data Analytics with Microservices,data_ingestion,10,10,1.0000,0.8750,0.7778,0.8235,0.8000,0.8000,0.8000,11,13,0.7273,0.6154,0.6667,0.0000,1,7,"OpenSearch,UserCompanyAPI",ApiGateway
Parsimonious API (data/graphs_parsimonious),oEmuI32GYww,LG Electronics  ThinQ: Data Lake Storage for Connected Devices,data_ingestion,8,10,0.8000,0.8750,0.7778,0.8235,0.8750,0.7000,0.7778,8,5,0.5000,0.8000,0.6154,1.0000,4,1,"ThirdParty,UserConsumerEdge",UserConsumerIOT
Parsimonious API (data/graphs_parsimonious),yVgxqT1vikk,Intent: Analyzing Billions of Customer Events Per Day Using Serverless,data_ingestion,11,10,1.1000,0.7778,0.8750,0.8235,0.8182,0.9000,0.8571,11,16,0.5455,0.3750,0.4444,1.0000,1,2,UserCompanyDataStream,"UserCompanyAnalyst,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),8TExnSvZqt0,AxiomSL's RegCloud®️: Secure & Scalable Risk & Regulatory Reporting on AWS,other,11,11,1.0000,0.8182,0.8182,0.8182,0.8182,0.8182,0.8182,4,0,0.0000,0.0000,0.0000,0.0000,1,0,"AMI,AWSConfig","EC2,ThirdParty"
Parsimonious API (data/graphs_parsimonious),YiOTd6IfGoU,Go Global: Processing Tens of Different Event Types on a Generic Data Lake Architecture (Hebrew),data_ingestion,12,12,1.0000,0.8182,0.8182,0.8182,0.8333,0.8333,0.8333,11,13,0.7273,0.6154,0.6667,0.7500,4,3,"ThirdParty,UserCompanyDataStream","EC2,UserCompanyInternalPlatform"
Parsimonious API (data/graphs_parsimonious),dAQhNjwkOX8,Cation Consulting: How to Build a Scalable Chatbot and Deploy to Europe's Largest Airline,"data_ingestion,interactive",13,14,0.9286,0.8182,0.8182,0.8182,0.8462,0.7857,0.8148,16,24,0.6250,0.4167,0.5000,1.0000,4,4,"UserCompanyAgent,UserConsumerAPI","UserCompanyAnalyst,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),ruOhUEooJH0,SK Telecom: EndtoEnd Cloud Management Platform on AWS Korean,other,11,11,1.0000,0.8182,0.8182,0.8182,0.8182,0.8182,0.8182,5,6,1.0000,0.8333,0.9091,1.0000,1,1,"UserCompanyDataStream,UserConsumerDeveloper","OnPremDC,ThirdParty"
Parsimonious API (data/graphs_parsimonious),uhrheMJTV4A,Aizon: Seamlessly Integrating Data to Deliver Actionable Insights in Highly Regulated Industries,data_ingestion,11,11,1.0000,0.8182,0.8182,0.8182,0.8182,0.8182,0.8182,10,15,0.7000,0.4667,0.5600,0.5714,2,4,"Kinesis,UserCompanyDataStream","KinesisDataStream,UserCompanyEdge"
Parsimonious API (data/graphs_parsimonious),BZ32w0SSAoY,PixelStrings by Cinnafilm: A Flexible & Scalable Platform for Video Audio Optimization & Conversion,compute_intensive,7,7,1.0000,0.8000,0.8000,0.8000,0.8571,0.8571,0.8571,8,19,0.8750,0.3684,0.5185,0.8571,6,4,ThirdParty,RDS
Parsimonious API (data/graphs_parsimonious),FqCs3BD6qvo,Accellion kiteworks: Cost-Effective CI CD Platform Using Amazon EC2 Spot,control,9,6,1.5000,0.8000,0.8000,0.8000,0.5556,0.8333,0.6667,7,10,0.4286,0.3000,0.3529,0.0000,1,2,VPN,OnPremDC
Parsimonious API (data/graphs_parsimonious),JRDGId6N49E,TRI-AD: Large-Scale and High-Performance Distributed Training Platform,compute_intensive,7,6,1.1667,0.8000,0.8000,0.8000,0.7143,0.8333,0.7692,3,3,0.3333,0.3333,0.3333,1.0000,3,3,ThirdParty,FSX
Parsimonious API (data/graphs_parsimonious),JiWHomdh1oI,Datacoral: Using Serverless to Create Data Pipelines,data_ingestion,7,7,1.0000,0.8000,0.8000,0.8000,0.8571,0.8571,0.8571,9,11,0.8889,0.7273,0.8000,1.0000,9,4,UserCompanyDataStream,ThirdParty
Parsimonious API (data/graphs_parsimonious),R-DPMUjZEf4,Logicworks: HIPAA Compliance and SSL Termination with Thousands of Certificates,other,7,7,1.0000,0.8000,0.8000,0.8000,0.8571,0.8571,0.8571,6,6,0.8333,0.8333,0.8333,1.0000,1,1,UserConsumerWeb,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),W96L6ICcF3s,Samsung Electronics: Samsung Developer Portal Using Serverless Container Services,interactive,7,7,1.0000,0.8000,0.8000,0.8000,0.7143,0.7143,0.7143,3,0,0.0000,0.0000,0.0000,0.0000,2,0,ECS,Fargate
Parsimonious API (data/graphs_parsimonious),YV8e36ZywLk,Syntax: Extract and Leverage SAP Data with AWS Services,other,5,5,1.0000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,4,4,0.0000,0.0000,0.0000,0.0000,4,4,ThirdParty,SAP
Parsimonious API (data/graphs_parsimonious),bqZWYmRAka0,DBS Bank: Architecting Quant Pricing Engine for Performance with Amazon ElastiCache,compute_intensive,10,5,2.0000,0.8000,0.8000,0.8000,0.4000,0.8000,0.5333,12,5,0.3333,0.8000,0.4706,1.0000,8,1,UserConsumerAPI,UserConsumerWeb
Parsimonious API (data/graphs_parsimonious),gD8pzUnXgsU,Liberty Mutual: Moving Towards RealTime Financial Closing Using AWS,data_ingestion,9,6,1.5000,0.8000,0.8000,0.8000,0.5556,0.8333,0.6667,4,4,0.5000,0.5000,0.5000,1.0000,2,3,ThirdParty,EC2
Parsimonious API (data/graphs_parsimonious),j-lPgPGBTwQ,Halter:Building the Future of Farming with IoT Enabled Livestock and Pasture Management,data_ingestion,11,11,1.0000,0.8000,0.8000,0.8000,0.8182,0.8182,0.8182,11,16,0.5455,0.3750,0.4444,1.0000,4,4,"Fargate,ThirdParty","ECS,UserConsumerIOT"
Parsimonious API (data/graphs_parsimonious),kD57QUn5myc,AWS Solutions:  AI Powered Speech Analytics for Amazon Connect,other,10,10,1.0000,0.8000,0.8000,0.8000,0.8000,0.8000,0.8000,7,12,0.2857,0.1667,0.2105,1.0000,1,4,"Kinesis,UserConsumerMobile","KinesisVideo,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),nvhG60gFbso,JFrog: Distribute Software Artifacts securely using SaaS Solutions,interactive,12,13,0.9231,0.8000,0.8000,0.8000,0.7500,0.6923,0.7200,11,16,0.3636,0.2500,0.2963,1.0000,2,1,"ThirdParty,VPC","OnPremDC,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),6sY0AunanlM,"NGINX: Deploy and Scale Applications with Ease Using AWS EKS, ECS and the NGINX Ingress Controller",control,8,4,2.0000,0.6667,1.0000,0.8000,0.5000,1.0000,0.6667,8,0,0.0000,0.0000,0.0000,0.0000,2,0,,"ThirdParty,UserCompanyDeveloper"
Parsimonious API (data/graphs_parsimonious),LYP98nPBj2A,Singtel: Next-Generation Mobile Financial Services Platform on AWS and Amazon Aurora PostgreSQL,interactive,8,5,1.6000,0.6667,1.0000,0.8000,0.6250,1.0000,0.7692,7,8,0.4286,0.3750,0.4000,1.0000,2,1,,"UserCompanyAgent,VPC"
Parsimonious API (data/graphs_parsimonious),OmVQ6pNDbaY,Solarwinds: Monitoring Kubernetes Clusters on AWS,other,6,2,3.0000,0.6667,1.0000,0.8000,0.3333,1.0000,0.5000,4,0,0.0000,0.0000,0.0000,0.0000,2,0,,ThirdParty
Parsimonious API (data/graphs_parsimonious),-ahWdCysMYw,Summit Technology Group: Building a Data Consumption Model for Multi-Tenant Applications,interactive,7,8,0.8750,0.8571,0.7500,0.8000,0.8571,0.7500,0.8000,5,9,0.4000,0.2222,0.2857,1.0000,2,5,"ThirdParty,UserCompanyAnalyst",OnPremDC
Parsimonious API (data/graphs_parsimonious),0JxJpNjI9Y0,The Washington Post: Building a Content Management Platform with Speed at its Core,interactive,10,9,1.1111,0.7500,0.8571,0.8000,0.8000,0.8889,0.8421,10,17,0.7000,0.4118,0.5185,1.0000,2,4,UserConsumerAPI,"UserCompanyDeveloper,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),1xLjtJnfZes,MATTR: Building Digital Trust at Scale,interactive,8,8,1.0000,0.8571,0.7500,0.8000,0.7500,0.7500,0.7500,5,6,0.6000,0.5000,0.5455,1.0000,1,1,"UserCompanyDataStream,UserConsumerAPI",UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),9LhiUsg3knw,Musixmatch: How Content is Generated by Users Italian,"data_ingestion,compute_intensive",10,13,0.7692,0.8889,0.7273,0.8000,0.9000,0.6923,0.7826,9,8,0.2222,0.2500,0.2353,0.0000,1,6,"UserCompanyDomainExpert,UserConsumerArtist,UserConsumerMobile",UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),9qTEHITVeLE,Majid Al Futtaim: Building a Custom Data Management Solution on AWS,"data_ingestion,interactive",10,9,1.1111,0.7500,0.8571,0.8000,0.8000,0.8889,0.8421,12,14,0.6667,0.5714,0.6154,0.8750,4,6,UserConsumerWeb,"OpenSearch,UserCompanyAnalyst"
Parsimonious API (data/graphs_parsimonious),JYeXbUdFOdw,Noventiq: Harnessing Search and Analytics with Event-Driven Architecture on Amazon OpenSearch,"data_ingestion,interactive",13,8,1.6250,0.7500,0.8571,0.8000,0.5385,0.8750,0.6667,11,14,0.4545,0.3571,0.4000,1.0000,3,4,UserConsumerWeb,"EC2,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),Kp088QTRmLk,NewsUK: Rendering News Content with GraphQL and a Serverless Architecture,interactive,9,9,1.0000,0.7500,0.8571,0.8000,0.7778,0.7778,0.7778,10,10,0.8000,0.8000,0.8000,1.0000,1,1,UserConsumerWeb,"RDS,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),Kp51k6LY-2c,Toyota Motor NA: Lake House Architecture for Data and Analytics,data_ingestion,7,8,0.8750,0.8571,0.7500,0.8000,0.8571,0.7500,0.8000,6,16,0.6667,0.2500,0.3636,0.7500,3,3,"UserCompanyAnalyst,UserCompanyDataStream",OnPremDC
Parsimonious API (data/graphs_parsimonious),O11BgSm7V14,HeyJobs: Moving to a Serverless Data Platform to Process and Enrich Over 3 Million Records a Day,data_ingestion,9,10,0.9000,0.8571,0.7500,0.8000,0.8889,0.8000,0.8421,5,13,0.8000,0.3077,0.4444,1.0000,1,3,"EventBridge,UserConsumerWeb",ThirdParty
Parsimonious API (data/graphs_parsimonious),XpFNznmRoQ0,Healthfirst: Wrangling Data the Event Driven Way,data_ingestion,14,12,1.1667,0.7273,0.8889,0.8000,0.7857,0.9167,0.8462,14,16,0.7857,0.6875,0.7333,0.6364,5,4,UserCompanyDataStream,"RDS,ThirdParty,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),Yju3yReAQtc,Fortinet Uses AWS Serverless to Provide a Highly Available ControlPlane for their FortiWeb CloudWAF,interactive,13,7,1.8571,0.7500,0.8571,0.8000,0.4615,0.8571,0.6000,6,7,0.5000,0.4286,0.4615,0.6667,1,2,UserCompanyInternalPlatform,"ThirdParty,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),ZCj2wuKBBu4,Nike: A Social Graph at Scale with Amazon Neptune,data_ingestion,7,9,0.7778,0.8571,0.7500,0.8000,0.8571,0.6667,0.7500,6,9,0.5000,0.3333,0.4000,1.0000,1,3,"EC2,ThirdParty",AutoScaling
Parsimonious API (data/graphs_parsimonious),mtZvA7ARepM,Temenos: Building Serverless Banking Software at Scale,interactive,8,9,0.8889,0.8571,0.7500,0.8000,0.8750,0.7778,0.8235,8,16,0.7500,0.3750,0.5000,0.8333,2,2,"Kinesis,UserConsumerAPI",KinesisDataStream
Parsimonious API (data/graphs_parsimonious),sSa4ikC8-Jc,HMH: Lightweight PCI Compliance Infrastructure on AWS,"interactive,control",11,11,1.0000,0.7500,0.8571,0.8000,0.8182,0.8182,0.8182,9,24,0.7778,0.2917,0.4242,0.7143,2,6,UserConsumerWeb,"UserCompanyInternalPlatform,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),WYK-smWKywA,SGX: Building & Securing a One Stop App for Retail Investors on AWS,interactive,12,11,1.0909,0.7500,0.8182,0.7826,0.7500,0.8182,0.7826,11,23,0.7273,0.3478,0.4706,1.0000,3,3,"ThirdParty,UserConsumerMobile","DirectConnect,OnPremDC,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),ZPsBzAwJzoI,NAGRA: NexGuard Watermarking for Securing Streaming Content Using AWS,interactive,12,12,1.0000,0.7500,0.8182,0.7826,0.7500,0.7500,0.7500,12,17,0.6667,0.4706,0.5517,1.0000,5,4,"EC2,UserConsumerTV","UserConsumerCamera,UserConsumerMobile,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),0gNMEyei-co,Infor: Ingest and Analyze Millions of Application Events Daily for Compliance Violations,data_ingestion,9,9,1.0000,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,11,13,0.8182,0.6923,0.7500,0.8889,2,2,"ThirdParty,UserCompanyDataStream","CloudWatch,UserCompanyInternalPlatform"
Parsimonious API (data/graphs_parsimonious),D6rG9eZ5Qus,Graham Media Group: Modernizing Traditional Broadcasting with AWS,interactive,9,9,1.0000,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,8,9,0.6250,0.5556,0.5882,1.0000,3,3,"ThirdParty,UserCompanyDataStream","OnPremDC,SystemsManager"
Parsimonious API (data/graphs_parsimonious),E8BGpIxzYc4,TownSq: Providing Performance Insights to Community Managers,data_ingestion,10,10,1.0000,0.7778,0.7778,0.7778,0.8000,0.8000,0.8000,11,11,0.5455,0.5455,0.5455,1.0000,6,4,"QuickSight,UserCompanyDataStream","MongoDBAtlas,ThirdParty"
Parsimonious API (data/graphs_parsimonious),G07keU4g-LU,Jubilant FoodWorks: Driving a Quality Customer Experience Using Data Lake,data_ingestion,10,10,1.0000,0.7778,0.7778,0.7778,0.7000,0.7000,0.7000,11,21,0.5455,0.2857,0.3750,0.8333,8,5,"ThirdParty,UserCompanyAnalyst","EC2,RDS"
Parsimonious API (data/graphs_parsimonious),KM5ONS2fnG0,HP: Serverless Data Pipeline to Process Manufacturing Data From Assembly Lines in Near Real-Time,data_ingestion,10,10,1.0000,0.7778,0.7778,0.7778,0.8000,0.8000,0.8000,8,20,0.7500,0.3000,0.4286,0.8333,6,4,"Kinesis,UserCompanyDataStream","Firehose,KinesisDataStream"
Parsimonious API (data/graphs_parsimonious),KywvGM6HVXI,Capillary Technologies: Building an OmniChannel Data Ingestion Platform,data_ingestion,11,11,1.0000,0.7778,0.7778,0.7778,0.8182,0.8182,0.8182,11,22,0.7273,0.3636,0.4848,0.8750,2,3,"Kinesis,UserConsumerWeb","KinesisDataStream,ThirdParty"
Parsimonious API (data/graphs_parsimonious),UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,control,12,9,1.3333,0.7778,0.7778,0.7778,0.5833,0.7778,0.6667,10,10,0.1000,0.1000,0.1000,1.0000,4,4,"UserCompanyDataStream,UserConsumerAPI","UserCompanyInternalPlatform,UserConsumerSatellite"
Parsimonious API (data/graphs_parsimonious),cmlhEbm1kPk,DXC  Munich Re: Amazon Connect with AWS Machine Learning Services,compute_intensive,11,9,1.2222,0.7000,0.8750,0.7778,0.7273,0.8889,0.8000,11,18,0.4545,0.2778,0.3448,1.0000,3,5,MediaConnect,"Connect,UserCompanyAgent,UserConsumerWebMobile"
Parsimonious API (data/graphs_parsimonious),gu54VVeDD10,"FPL Technologies: Building On-Demand, Secure, and Scalable Serverless ML Workbenches","data_ingestion,compute_intensive",10,8,1.2500,0.7000,0.8750,0.7778,0.7000,0.8750,0.7778,11,9,0.6364,0.7778,0.7000,0.7143,2,2,UserCompanyAnalyst,"KinesisDataStream,ThirdParty,UserCompanyDeveloper"
Parsimonious API (data/graphs_parsimonious),mpgM2qeAfaQ,Brain Power Fidgetology: Automatic Analysis of Body Language Using Serverless and AI on AWS,compute_intensive,11,9,1.2222,0.7000,0.8750,0.7778,0.7273,0.8889,0.8000,10,10,0.7000,0.7000,0.7000,1.0000,1,2,UserConsumerWebMobile,"UserConsumerCamera,UserConsumerMobile,UserConsumerWeb"
Parsimonious API (data/graphs_parsimonious),vr00Jg_G6qs,Orion Health: Digital Front Door  Intelligently ConnectingConsumersto their Healthcare,data_ingestion,14,11,1.2727,0.7000,0.8750,0.7778,0.5000,0.6364,0.5600,12,14,0.3333,0.2857,0.3077,1.0000,2,6,UserConsumerHospital,"ThirdParty,UserCompanyAgent,UserCompanyWebsite"
Parsimonious API (data/graphs_parsimonious),wtl7CrSQnHA,Fresenius Medical Care: Enabling Patient Care Solutions with Near Real-Time Data-Driven Insights,data_ingestion,12,12,1.0000,0.8750,0.7000,0.7778,0.7500,0.7500,0.7500,8,14,0.5000,0.2857,0.3636,0.0000,1,5,"Firehose,OpenSearch,UserConsumerEdge",ThirdParty
Parsimonious API (data/graphs_parsimonious),JSBB-BCvavQ,Talabat: Applying the Right Strategies for a Successful Migration,other,10,5,2.0000,0.6250,1.0000,0.7692,0.5000,1.0000,0.6667,11,0,0.0000,0.0000,0.0000,0.0000,3,0,,"DMS,OnPremDC,Route53"
Parsimonious API (data/graphs_parsimonious),Kebb0LOVC28,Openfit: ChatOps with Slack and AWS Lambda,control,6,9,0.6667,1.0000,0.6250,0.7692,1.0000,0.6667,0.8000,6,21,0.8333,0.2381,0.3704,0.8000,2,3,"CodeBuild,ECR,UserCompanyDeveloper",
Parsimonious API (data/graphs_parsimonious),53sUjFv9ByI,Neumora Therapeutics: Enabling DNA and RNA Data Insight for Rapid Genomics Sequencing Drug Discovery,data_ingestion,7,6,1.1667,0.7143,0.8333,0.7692,0.7143,0.8333,0.7692,6,6,0.6667,0.6667,0.6667,0.7500,3,3,ThirdParty,"S3,UserCompanyAnalyst"
Parsimonious API (data/graphs_parsimonious),7V8wTCkjOqo,NAB: Automating Cloud Governance at the National Australia Bank,other,8,7,1.1429,0.7143,0.8333,0.7692,0.6250,0.7143,0.6667,3,7,0.3333,0.1429,0.2000,1.0000,2,1,ThirdParty,"UserCompanyDeveloper,VPC"
Parsimonious API (data/graphs_parsimonious),9-6hQdFeolc,Lyniate: Scaling Healthcare Data Exchange At Scale with Tenant Isolation,"interactive,control",8,8,1.0000,0.8333,0.7143,0.7692,0.6250,0.6250,0.6250,6,8,0.3333,0.2500,0.2857,0.0000,1,2,"UserCompanyCRM,UserCompanyDeveloper",ThirdParty
Parsimonious API (data/graphs_parsimonious),D9qTotVJYss,HBO Max: Using Canaries for Outside-in Validation,data_ingestion,7,6,1.1667,0.7143,0.8333,0.7692,0.7143,0.8333,0.7692,6,10,0.6667,0.4000,0.5000,0.7500,2,2,UserCompanyAgent,"EventBridge,UserCompanyInternalPlatform"
Parsimonious API (data/graphs_parsimonious),S-JSSZZaa94,Samsung Health: Scaling Mobile Application Development with Amazon EKS,interactive,7,8,0.8750,0.8333,0.7143,0.7692,0.8571,0.7500,0.8000,3,11,1.0000,0.2727,0.4286,1.0000,1,2,"ThirdParty,UserConsumerMobile",OpenSearch
Parsimonious API (data/graphs_parsimonious),WtCfHP6rUAY,Coople: Serverless CQRS and Event Sourcing,"interactive,control",10,11,0.9091,0.8333,0.7143,0.7692,0.9000,0.8182,0.8571,10,13,0.7000,0.5385,0.6087,1.0000,2,2,"UserCompanyAPI,UserCompanyDataStream",UserConsumerWeb
Parsimonious API (data/graphs_parsimonious),aY-wF9g0qkM,globaldatanet: Using AI to Build a Multi-Tenant SaaS Construction Site Monitoring Solution,interactive,9,10,0.9000,0.8333,0.7143,0.7692,0.8889,0.8000,0.8421,9,14,0.5556,0.3571,0.4348,1.0000,4,3,"ThirdParty,UserConsumerEdge",UserConsumerCamera
Parsimonious API (data/graphs_parsimonious),bQqJpjv-FXs,ēdn: Reinventing Indoor Gardening with Interactive Workflows Using AWS IoT Core and Amazon Pinpoint,data_ingestion,7,6,1.1667,0.7143,0.8333,0.7692,0.7143,0.8333,0.7692,8,5,0.5000,0.8000,0.6154,1.0000,8,3,UserCompanyDataStream,"DynamoDB,UserConsumerIOT"
Parsimonious API (data/graphs_parsimonious),iwZLadQ3XpY,Riot Games: A new data ingest pipeline for league of legends using MSK,data_ingestion,6,7,0.8571,0.8333,0.7143,0.7692,0.8333,0.7143,0.7692,5,7,0.6000,0.4286,0.5000,1.0000,2,2,"ThirdParty,UserConsumerMobile",UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),compute_intensive,10,10,1.0000,0.8333,0.7143,0.7692,0.8000,0.8000,0.8000,9,21,0.7778,0.3333,0.4667,1.0000,1,1,"UserCompanyDataStream,UserConsumerTV",ThirdParty
Parsimonious API (data/graphs_parsimonious),twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,"data_ingestion,interactive",7,7,1.0000,0.8333,0.7143,0.7692,0.7143,0.7143,0.7143,5,8,1.0000,0.6250,0.7692,1.0000,5,3,"UserCompanyAnalyst,UserCompanyDataStream",UserCompanyInternalPlatform
Parsimonious API (data/graphs_parsimonious),DrkaU99l9S8,L&T Technology Services: Monitor & Analyze the Health of Industrial Equipment Using LTTS UBIQWeise,data_ingestion,11,12,0.9167,0.7273,0.8000,0.7619,0.7273,0.6667,0.6957,13,13,0.5385,0.5385,0.5385,1.0000,6,1,"UserConsumerEdge,UserConsumerWeb","Greengrass,KinesisAnalytics,UserCompanyAnalyst"
Parsimonious API (data/graphs_parsimonious),1tGmQd0yOzE,Whirlpool: Resilient SAP on AWS,control,5,8,0.6250,0.7500,0.7500,0.7500,0.8000,0.5000,0.6154,5,12,0.4000,0.1667,0.2353,1.0000,2,6,ThirdParty,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),8s0wGRkiDrw,Mobilewalla: S3 Access Monitoring Using ML,data_ingestion,8,5,1.6000,0.7500,0.7500,0.7500,0.5000,0.8000,0.6154,7,4,0.2857,0.5000,0.3636,0.0000,1,2,OpenSearch,ThirdParty
Parsimonious API (data/graphs_parsimonious),Bi-1xjXvKgs,tixCraft: Handling Millions of Ticketing Requests with AWS,interactive,7,5,1.4000,0.7500,0.7500,0.7500,0.5714,0.8000,0.6667,7,6,0.4286,0.5000,0.4615,1.0000,1,2,UserConsumerWeb,UserConsumerWebMobile
Parsimonious API (data/graphs_parsimonious),PoYiSKUy8sE,Alert Logic: Scaling Storage and Delivery of Petabytes of Search Data,"data_ingestion,interactive",12,14,0.8571,0.8571,0.6667,0.7500,0.8333,0.7143,0.7692,10,19,0.6000,0.3158,0.4138,0.8333,2,5,"Kinesis,UserConsumerAPI,UserConsumerEdge",KinesisDataStream
